cell,target,assay,effect_sign,background,pos_overlap,pos_total,pos_frac,bg_overlap,bg_total,bg_frac,odds_ratio,log2_OR,p_value,FDR
K562,ZBTB34,TF ChIP-seq,neg,all,1,18,0.05555555555555555,8,599,0.01335559265442404,4.345588235294118,2.5764510008656387,0.23527323368406025,0.7290170518221925
K562,NCOA4,TF ChIP-seq,neg,all,1,18,0.05555555555555555,8,599,0.01335559265442404,4.345588235294118,2.5764510008656387,0.23527323368406025,0.7290170518221925
K562,NFIC,TF ChIP-seq,neg,all,6,18,0.3333333333333333,124,599,0.20701168614357263,1.9153225806451613,0.98988312715885,0.2363218340877441,0.7290170518221925
K562,PML,TF ChIP-seq,neg,all,3,18,0.16666666666666666,56,599,0.09348914858096828,1.9392857142857143,1.1191158742828504,0.24276841149691636,0.7443922979031953
K562,THRA,TF ChIP-seq,neg,all,1,18,0.05555555555555555,9,599,0.015025041736227046,3.8562091503267975,2.4135452197297615,0.25791317084472953,0.7501588797712418
K562,ASH1L,TF ChIP-seq,neg,all,1,18,0.05555555555555555,9,599,0.015025041736227046,3.8562091503267975,2.4135452197297615,0.25791317084472953,0.7501588797712418
K562,THRAP3,TF ChIP-seq,neg,all,1,18,0.05555555555555555,9,599,0.015025041736227046,3.8562091503267975,2.4135452197297615,0.25791317084472953,0.7501588797712418
K562,RFX5,TF ChIP-seq,neg,all,1,18,0.05555555555555555,9,599,0.015025041736227046,3.8562091503267975,2.4135452197297615,0.25791317084472953,0.7501588797712418
K562,CLOCK,TF ChIP-seq,neg,all,1,18,0.05555555555555555,9,599,0.015025041736227046,3.8562091503267975,2.4135452197297615,0.25791317084472953,0.7501588797712418
K562,EP300,TF ChIP-seq,neg,all,6,18,0.3333333333333333,129,599,0.21535893155258765,1.821705426356589,0.9178261534083504,0.248182260257132,0.7501588797712418
K562,YY1,TF ChIP-seq,neg,all,4,18,0.2222222222222222,69,599,0.11519198664440734,2.1946169772256727,1.2442118745059978,0.2532469873283951,0.7501588797712418
K562,ZNF311,TF ChIP-seq,neg,all,2,18,0.1111111111111111,31,599,0.05175292153589316,2.2903225806451615,1.4512705909212402,0.24951666379391707,0.7501588797712418
K562,SMC3,TF ChIP-seq,neg,all,6,18,0.3333333333333333,131,599,0.21869782971619364,1.786259541984733,0.889569776733252,0.25372926595869605,0.7501588797712418
K562,ATF1,TF ChIP-seq,neg,all,6,18,0.3333333333333333,134,599,0.22370617696160267,1.7350746268656716,0.847758523368537,0.26285959332022724,0.7602018920454299
K562,SMARCC2,TF ChIP-seq,neg,all,4,18,0.2222222222222222,74,599,0.12353923205342238,2.027027027027027,1.1303224398147569,0.2671129825148661,0.7681384638421855
K562,TEAD4,TF ChIP-seq,neg,all,7,18,0.3888888888888889,156,599,0.2604340567612688,1.807109557109557,0.8861000869199512,0.2756525987614513,0.7882425436493187
K562,ARHGAP35,TF ChIP-seq,neg,all,1,18,0.05555555555555555,10,599,0.01669449081803005,3.4647058823529413,2.266710063977192,0.27991904057256295,0.7915488425079696
K562,DMTF1,TF ChIP-seq,neg,all,1,18,0.05555555555555555,10,599,0.01669449081803005,3.4647058823529413,2.266710063977192,0.27991904057256295,0.7915488425079696
K562,FOXK2,TF ChIP-seq,neg,all,4,18,0.2222222222222222,79,599,0.1318864774624374,1.8806509945750451,1.022815404329802,0.28524775781401446,0.7977533446556777
K562,ZNF281,TF ChIP-seq,neg,all,7,18,0.3888888888888889,161,599,0.2687813021702838,1.7312252964426877,0.8243713173023139,0.2844146271296778,0.7977533446556777
K562,MECOM,TF ChIP-seq,neg,all,2,18,0.1111111111111111,35,599,0.05843071786310518,2.0142857142857142,1.2686166267972276,0.2943209251680919,0.8054266177987031
K562,ZNF740,TF ChIP-seq,neg,all,2,18,0.1111111111111111,35,599,0.05843071786310518,2.0142857142857142,1.2686166267972276,0.2943209251680919,0.8054266177987031
K562,POLR2B,TF ChIP-seq,neg,all,2,18,0.1111111111111111,35,599,0.05843071786310518,2.0142857142857142,1.2686166267972276,0.2943209251680919,0.8054266177987031
K562,ZNF589,TF ChIP-seq,neg,all,4,18,0.2222222222222222,81,599,0.1352253756260434,1.8271604938271604,0.9814160308968883,0.29355373959528885,0.8054266177987031
K562,HSF4,TF ChIP-seq,neg,all,1,18,0.05555555555555555,11,599,0.018363939899833055,3.144385026737968,2.133016132757621,0.30130758392189266,0.8157742564693796
K562,ZNF700,TF ChIP-seq,neg,all,1,18,0.05555555555555555,11,599,0.018363939899833055,3.144385026737968,2.133016132757621,0.30130758392189266,0.8157742564693796
K562,E2F6,TF ChIP-seq,neg,all,4,18,0.2222222222222222,84,599,0.14023372287145242,1.751700680272109,0.9208931874006643,0.3070162319083266,0.8268320742927949
K562,POLR2AphosphoS5,TF ChIP-seq,neg,all,4,18,0.2222222222222222,85,599,0.1419031719532554,1.7277310924369749,0.901118758322811,0.31175207553586426,0.8351674023566048
K562,HEY1,TF ChIP-seq,neg,all,1,18,0.05555555555555555,12,599,0.02003338898163606,2.877450980392157,2.010268335453827,0.3220951268795885,0.8364613243964824
K562,IRF9,TF ChIP-seq,neg,all,2,18,0.1111111111111111,37,599,0.06176961602671119,1.8986486486486487,1.1844245711374275,0.3167229080433907,0.8364613243964824
K562,ZNF75A,TF ChIP-seq,neg,all,1,18,0.05555555555555555,12,599,0.02003338898163606,2.877450980392157,2.010268335453827,0.3220951268795885,0.8364613243964824
K562,NR1H2,TF ChIP-seq,neg,all,1,18,0.05555555555555555,12,599,0.02003338898163606,2.877450980392157,2.010268335453827,0.3220951268795885,0.8364613243964824
K562,ZNF12,TF ChIP-seq,neg,all,1,18,0.05555555555555555,12,599,0.02003338898163606,2.877450980392157,2.010268335453827,0.3220951268795885,0.8364613243964824
K562,MBD1,TF ChIP-seq,neg,all,1,18,0.05555555555555555,12,599,0.02003338898163606,2.877450980392157,2.010268335453827,0.3220951268795885,0.8364613243964824
K562,RELA,TF ChIP-seq,neg,all,2,18,0.1111111111111111,38,599,0.06343906510851419,1.8453947368421053,1.1438896472346087,0.3278928702844029,0.847195284135843
K562,ZNF609,TF ChIP-seq,neg,all,1,18,0.05555555555555555,13,599,0.021702838063439065,2.6515837104072397,1.8967792796412297,0.3422975899858261,0.8625221450632945
K562,GTF2E2,TF ChIP-seq,neg,all,2,18,0.1111111111111111,39,599,0.0651085141903172,1.794871794871795,1.1043237901572327,0.33903156080070335,0.8625221450632945
K562,USF2,TF ChIP-seq,neg,all,1,18,0.05555555555555555,13,599,0.021702838063439065,2.6515837104072397,1.8967792796412297,0.3422975899858261,0.8625221450632945
K562,RREB1,TF ChIP-seq,neg,all,2,18,0.1111111111111111,39,599,0.0651085141903172,1.794871794871795,1.1043237901572327,0.33903156080070335,0.8625221450632945
K562,BCL6,TF ChIP-seq,neg,all,1,18,0.05555555555555555,13,599,0.021702838063439065,2.6515837104072397,1.8967792796412297,0.3422975899858261,0.8625221450632945
K562,PBX2,TF ChIP-seq,neg,all,5,18,0.2777777777777778,111,599,0.18530884808013356,1.6909216909216909,0.8358589685219092,0.35520173839569535,0.8906289893763987
K562,AFF4,TF ChIP-seq,neg,all,2,18,0.1111111111111111,41,599,0.06844741235392321,1.701219512195122,1.0279080146652988,0.36118591849420834,0.8986469431875539
K562,PTBP1,TF ChIP-seq,neg,all,1,18,0.05555555555555555,14,599,0.02337228714524207,2.457983193277311,1.7912238491498327,0.3619304977474431,0.8986469431875539
K562,KLF1,TF ChIP-seq,neg,all,2,18,0.1111111111111111,42,599,0.07011686143572621,1.6577380952380953,0.9909710341988742,0.37218798877807613,0.9196295450875764
K562,THAP12,TF ChIP-seq,neg,all,1,18,0.05555555555555555,15,599,0.025041736227045076,2.2901960784313724,1.692542387920971,0.3810089878480179,0.93687717301759
K562,HDAC8,TF ChIP-seq,neg,all,2,18,0.1111111111111111,43,599,0.07178631051752922,1.6162790697674418,0.9548283570221402,0.3831315635382947,0.9375671434663077
K562,ZNF24,TF ChIP-seq,neg,all,0,18,0.0,48,599,0.08013355592654424,0.0,-1.7021491322246949,0.3857652543628993,0.9394952845488792
K562,AGO1,TF ChIP-seq,neg,all,1,18,0.05555555555555555,16,599,0.02671118530884808,2.1433823529411766,1.5998742101250845,0.39954782015872614,0.9547879833839982
K562,JUNB,TF ChIP-seq,neg,all,1,18,0.05555555555555555,16,599,0.02671118530884808,2.1433823529411766,1.5998742101250845,0.39954782015872614,0.9547879833839982
K562,KHSRP,TF ChIP-seq,neg,all,1,18,0.05555555555555555,16,599,0.02671118530884808,2.1433823529411766,1.5998742101250845,0.39954782015872614,0.9547879833839982
K562,ZNF79,TF ChIP-seq,neg,all,1,18,0.05555555555555555,16,599,0.02671118530884808,2.1433823529411766,1.5998742101250845,0.39954782015872614,0.9547879833839982
K562,ATF6,TF ChIP-seq,neg,all,1,18,0.05555555555555555,17,599,0.028380634390651086,2.013840830449827,1.5125107063728658,0.41756138555396444,0.9931717067615323
K562,ZFPM2,TF ChIP-seq,neg,all,0,18,0.0,10,599,0.01669449081803005,0.0,0.6015772145720526,1.0,1.0
K562,ZFP91,TF ChIP-seq,neg,all,0,18,0.0,28,599,0.04674457429048414,0.0,-0.8837336915792133,1.0,1.0
K562,CREBBP,TF ChIP-seq,neg,all,0,18,0.0,1,599,0.001669449081803005,0.0,3.4307915705933962,1.0,1.0
K562,ZFP30,TF ChIP-seq,neg,all,0,18,0.0,3,599,0.005008347245409015,0.0,2.203570040008674,1.0,1.0
K562,ZFP1,TF ChIP-seq,neg,all,0,18,0.0,12,599,0.02003338898163606,0.0,0.3451354860486875,1.0,1.0
K562,ZBTB9,TF ChIP-seq,neg,all,2,18,0.1111111111111111,55,599,0.09181969949916527,1.2363636363636363,0.5719063478957097,0.6783270297102472,1.0
K562,CSDE1,TF ChIP-seq,neg,all,0,18,0.0,2,599,0.00333889816360601,0.0,2.691413442351799,1.0,1.0
K562,ZBTB49,TF ChIP-seq,neg,all,0,18,0.0,3,599,0.005008347245409015,0.0,2.203570040008674,1.0,1.0
K562,ZBTB5,TF ChIP-seq,neg,all,0,18,0.0,10,599,0.01669449081803005,0.0,0.6015772145720526,1.0,1.0
K562,ZC3H4,TF ChIP-seq,neg,all,0,18,0.0,12,599,0.02003338898163606,0.0,0.3451354860486875,1.0,1.0
K562,DDIT3,TF ChIP-seq,neg,all,0,18,0.0,16,599,0.02671118530884808,0.0,-0.06525863928005515,1.0,1.0
K562,ZC3H11A,TF ChIP-seq,neg,all,0,18,0.0,10,599,0.01669449081803005,0.0,0.6015772145720526,1.0,1.0
K562,ZBTB8A,TF ChIP-seq,neg,all,0,18,0.0,1,599,0.001669449081803005,0.0,3.4307915705933962,1.0,1.0
K562,CTCFL,TF ChIP-seq,neg,all,2,18,0.1111111111111111,50,599,0.08347245409015025,1.3725,0.7212981637263451,0.6579242788086531,1.0
K562,MCM3,TF ChIP-seq,neg,all,0,18,0.0,2,599,0.00333889816360601,0.0,2.691413442351799,1.0,1.0
K562,ZKSCAN8,TF ChIP-seq,neg,all,2,18,0.1111111111111111,49,599,0.08180300500834725,1.403061224489796,0.7527761090136681,0.6541138514813849,1.0
K562,CREB5,TF ChIP-seq,neg,all,0,18,0.0,14,599,0.02337228714524207,0.0,0.1260909997446933,1.0,1.0
K562,ZNF148,TF ChIP-seq,neg,all,3,18,0.16666666666666666,79,599,0.1318864774624374,1.3164556962025316,0.5640300096857906,0.7208240227668739,1.0
K562,ZNF146,TF ChIP-seq,neg,all,0,18,0.0,1,599,0.001669449081803005,0.0,3.4307915705933962,1.0,1.0
K562,ZNF143,TF ChIP-seq,neg,all,0,18,0.0,18,599,0.03005008347245409,0.0,-0.23527134978468114,1.0,1.0
K562,ZNF140,TF ChIP-seq,neg,all,0,18,0.0,2,599,0.00333889816360601,0.0,2.691413442351799,1.0,1.0
K562,ZNF134,TF ChIP-seq,neg,all,0,18,0.0,26,599,0.04340567612687813,0.0,-0.7737241441763241,1.0,1.0
K562,ZNF133,TF ChIP-seq,neg,all,0,18,0.0,5,599,0.008347245409015025,0.0,1.5466480154794087,1.0,1.0
K562,ZFX,TF ChIP-seq,neg,all,1,18,0.05555555555555555,66,599,0.11018363939899833,0.4750445632798574,-0.5402584909005749,0.7088955525409804,1.0
K562,ZNF124,TF ChIP-seq,neg,all,0,18,0.0,2,599,0.00333889816360601,0.0,2.691413442351799,1.0,1.0
K562,CHD4,TF ChIP-seq,neg,all,0,18,0.0,12,599,0.02003338898163606,0.0,0.3451354860486875,1.0,1.0
K562,ZMYM3,TF ChIP-seq,neg,all,0,18,0.0,29,599,0.048414023372287146,0.0,-0.9360133387021092,1.0,1.0
K562,CHD7,TF ChIP-seq,neg,all,0,18,0.0,2,599,0.00333889816360601,0.0,2.691413442351799,1.0,1.0
K562,ZBTB43,TF ChIP-seq,neg,all,0,18,0.0,14,599,0.02337228714524207,0.0,0.1260909997446933,1.0,1.0
K562,ZKSCAN3,TF ChIP-seq,neg,all,0,18,0.0,6,599,0.01001669449081803,0.0,1.3032111358718648,1.0,1.0
K562,CREB3,TF ChIP-seq,neg,all,2,18,0.1111111111111111,49,599,0.08180300500834725,1.403061224489796,0.7527761090136681,0.6541138514813849,1.0
K562,ZNF121,TF ChIP-seq,neg,all,0,18,0.0,19,599,0.03171953255425709,0.0,-0.31370332762563163,1.0,1.0
K562,DLX4,TF ChIP-seq,neg,all,0,18,0.0,2,599,0.00333889816360601,0.0,2.691413442351799,1.0,1.0
K562,ZBTB17,TF ChIP-seq,neg,all,1,18,0.05555555555555555,52,599,0.08681135225375626,0.6187782805429864,-0.16185087940139722,1.0,1.0
K562,DNMT1,TF ChIP-seq,neg,all,0,18,0.0,7,599,0.011686143572621035,0.0,1.0943273825481532,1.0,1.0
K562,TSHZ1,TF ChIP-seq,neg,all,0,18,0.0,10,599,0.01669449081803005,0.0,0.6015772145720526,1.0,1.0
K562,TSC22D4,TF ChIP-seq,neg,all,0,18,0.0,4,599,0.00667779632721202,0.0,1.8385793307928517,1.0,1.0
K562,EHMT2,TF ChIP-seq,neg,all,2,18,0.1111111111111111,66,599,0.11018363939899833,1.009469696969697,0.28159600085214437,1.0,1.0
K562,ELF2,TF ChIP-seq,neg,all,1,18,0.05555555555555555,35,599,0.05843071786310518,0.9478991596638655,0.4467621350445085,1.0,1.0
K562,ELF4,TF ChIP-seq,neg,all,2,18,0.1111111111111111,48,599,0.08013355592654424,1.4348958333333333,0.7848382089331638,0.6504145343849291,1.0
K562,ELK3,TF ChIP-seq,neg,all,0,18,0.0,3,599,0.005008347245409015,0.0,2.203570040008674,1.0,1.0
K562,ERF,TF ChIP-seq,neg,all,1,18,0.05555555555555555,29,599,0.048414023372287146,1.156186612576065,0.7291195107030302,0.5975241603554768,1.0
K562,ESRRB,TF ChIP-seq,neg,all,0,18,0.0,11,599,0.018363939899833055,0.0,0.46788328335248147,1.0,1.0
K562,ETS1,TF ChIP-seq,neg,all,1,18,0.05555555555555555,24,599,0.04006677796327212,1.4093137254901962,1.009641757793212,0.5300841128533385,1.0
K562,ETS2,TF ChIP-seq,neg,all,0,18,0.0,4,599,0.00667779632721202,0.0,1.8385793307928517,1.0,1.0
K562,ETV6,TF ChIP-seq,neg,all,0,18,0.0,8,599,0.01335559265442404,0.0,0.9113181514604993,1.0,1.0
K562,THAP1,TF ChIP-seq,neg,all,0,18,0.0,10,599,0.01669449081803005,0.0,0.6015772145720526,1.0,1.0
K562,TGIF2,TF ChIP-seq,neg,all,0,18,0.0,5,599,0.008347245409015025,0.0,1.5466480154794087,1.0,1.0
K562,TFE3,TF ChIP-seq,neg,all,1,18,0.05555555555555555,36,599,0.06010016694490818,0.9199346405228758,0.4041267250683936,1.0,1.0
K562,TFDP1,TF ChIP-seq,neg,all,2,18,0.1111111111111111,67,599,0.11185308848080133,0.9925373134328358,0.2573560935912786,1.0,1.0
K562,U2AF1,TF ChIP-seq,neg,all,0,18,0.0,9,599,0.015025041736227046,0.0,0.748412370324622,1.0,1.0
K562,DMBX1,TF ChIP-seq,neg,all,2,18,0.1111111111111111,78,599,0.1302170283806344,0.8349358974358975,0.009436669157047465,1.0,1.0
K562,UBTF,TF ChIP-seq,neg,all,1,18,0.05555555555555555,63,599,0.10517529215358931,0.5004668534080299,-0.4655708422394542,1.0,1.0
K562,E4F1,TF ChIP-seq,neg,all,0,18,0.0,8,599,0.01335559265442404,0.0,0.9113181514604993,1.0,1.0
K562,ZBTB26,TF ChIP-seq,neg,all,1,18,0.05555555555555555,20,599,0.0333889816360601,1.7029411764705882,1.2767923301645778,0.4685890338407798,1.0
K562,E2F3,TF ChIP-seq,neg,all,1,18,0.05555555555555555,29,599,0.048414023372287146,1.156186612576065,0.7291195107030302,0.5975241603554768,1.0
K562,ZNF165,TF ChIP-seq,neg,all,0,18,0.0,18,599,0.03005008347245409,0.0,-0.23527134978468114,1.0,1.0
K562,ZBTB12,TF ChIP-seq,neg,all,1,18,0.05555555555555555,38,599,0.06343906510851419,0.868421052631579,0.3220351554818896,1.0,1.0
K562,ZBTB11,TF ChIP-seq,neg,all,0,18,0.0,4,599,0.00667779632721202,0.0,1.8385793307928517,1.0,1.0
K562,ZBTB1,TF ChIP-seq,neg,all,0,18,0.0,15,599,0.025041736227045076,0.0,0.027409538515831368,1.0,1.0
K562,ZBED1,TF ChIP-seq,neg,all,1,18,0.05555555555555555,21,599,0.035058430717863104,1.619047619047619,1.2055878781815816,0.48463835832209856,1.0
K562,E2F4,TF ChIP-seq,neg,all,0,18,0.0,11,599,0.018363939899833055,0.0,0.46788328335248147,1.0,1.0
K562,YBX3,TF ChIP-seq,neg,all,0,18,0.0,4,599,0.00667779632721202,0.0,1.8385793307928517,1.0,1.0
K562,YBX1,TF ChIP-seq,neg,all,0,18,0.0,2,599,0.00333889816360601,0.0,2.691413442351799,1.0,1.0
K562,E2F5,TF ChIP-seq,neg,all,2,18,0.1111111111111111,75,599,0.12520868113522537,0.8733333333333333,0.07392819878109749,1.0,1.0
K562,XRCC4,TF ChIP-seq,neg,all,0,18,0.0,1,599,0.001669449081803005,0.0,3.4307915705933962,1.0,1.0
K562,XRCC3,TF ChIP-seq,neg,all,0,18,0.0,3,599,0.005008347245409015,0.0,2.203570040008674,1.0,1.0
K562,WHSC1,TF ChIP-seq,neg,all,0,18,0.0,4,599,0.00667779632721202,0.0,1.8385793307928517,1.0,1.0
K562,E2F7,TF ChIP-seq,neg,all,0,18,0.0,9,599,0.015025041736227046,0.0,0.748412370324622,1.0,1.0
K562,USF1,TF ChIP-seq,neg,all,1,18,0.05555555555555555,60,599,0.1001669449081803,0.5284313725490196,-0.3877046040103878,1.0,1.0
K562,ZNF174,TF ChIP-seq,neg,all,0,18,0.0,1,599,0.001669449081803005,0.0,3.4307915705933962,1.0,1.0
K562,ZNF215,TF ChIP-seq,neg,all,1,18,0.05555555555555555,24,599,0.04006677796327212,1.4093137254901962,1.009641757793212,0.5300841128533385,1.0
K562,CHD1,TF ChIP-seq,neg,all,0,18,0.0,27,599,0.045075125208681135,0.0,-0.829681196169303,1.0,1.0
K562,BCLAF1,TF ChIP-seq,neg,all,0,18,0.0,5,599,0.008347245409015025,0.0,1.5466480154794087,1.0,1.0
K562,BDP1,TF ChIP-seq,neg,all,0,18,0.0,1,599,0.001669449081803005,0.0,3.4307915705933962,1.0,1.0
K562,BMI1,TF ChIP-seq,neg,all,0,18,0.0,9,599,0.015025041736227046,0.0,0.748412370324622,1.0,1.0
K562,BRD4,TF ChIP-seq,neg,all,0,18,0.0,30,599,0.05008347245409015,0.0,-0.9866386714837242,1.0,1.0
K562,BRF2,TF ChIP-seq,neg,all,0,18,0.0,1,599,0.001669449081803005,0.0,3.4307915705933962,1.0,1.0
K562,ZNF586,TF ChIP-seq,neg,all,0,18,0.0,5,599,0.008347245409015025,0.0,1.5466480154794087,1.0,1.0
K562,ZNF655,TF ChIP-seq,neg,all,0,18,0.0,4,599,0.00667779632721202,0.0,1.8385793307928517,1.0,1.0
K562,ZNF584,TF ChIP-seq,neg,all,1,18,0.05555555555555555,52,599,0.08681135225375626,0.6187782805429864,-0.16185087940139722,1.0,1.0
K562,ZNF57,TF ChIP-seq,neg,all,0,18,0.0,9,599,0.015025041736227046,0.0,0.748412370324622,1.0,1.0
K562,ZNF561,TF ChIP-seq,neg,all,0,18,0.0,8,599,0.01335559265442404,0.0,0.9113181514604993,1.0,1.0
K562,ZNF551,TF ChIP-seq,neg,all,0,18,0.0,8,599,0.01335559265442404,0.0,0.9113181514604993,1.0,1.0
K562,ZNF518B,TF ChIP-seq,neg,all,0,18,0.0,6,599,0.01001669449081803,0.0,1.3032111358718648,1.0,1.0
K562,ZNF512,TF ChIP-seq,neg,all,0,18,0.0,22,599,0.03672787979966611,0.0,-0.5276293256552046,1.0,1.0
K562,C11orf30,TF ChIP-seq,neg,all,4,18,0.2222222222222222,97,599,0.16193656093489148,1.4786450662739323,0.6775934786314205,0.5152097378744459,1.0
K562,ZNF583,TF ChIP-seq,neg,all,1,18,0.05555555555555555,42,599,0.07011686143572621,0.7801120448179272,0.16911654244615507,1.0,1.0
K562,ZNF507,TF ChIP-seq,neg,all,0,18,0.0,1,599,0.001669449081803005,0.0,3.4307915705933962,1.0,1.0
K562,ZNF668,TF ChIP-seq,neg,all,1,18,0.05555555555555555,24,599,0.04006677796327212,1.4093137254901962,1.009641757793212,0.5300841128533385,1.0
K562,ZNF696,TF ChIP-seq,neg,all,0,18,0.0,5,599,0.008347245409015025,0.0,1.5466480154794087,1.0,1.0
K562,ZSCAN29,TF ChIP-seq,neg,all,0,18,0.0,17,599,0.028380634390651086,0.0,-0.1526221430322737,1.0,1.0
K562,ZNF84,TF ChIP-seq,neg,all,0,18,0.0,14,599,0.02337228714524207,0.0,0.1260909997446933,1.0,1.0
K562,ZNF830,TF ChIP-seq,neg,all,1,18,0.05555555555555555,18,599,0.03005008347245409,1.8986928104575163,1.4298614996204584,0.4350637145356484,1.0
K562,ZNF83,TF ChIP-seq,neg,all,2,18,0.1111111111111111,50,599,0.08347245409015025,1.3725,0.7212981637263451,0.6579242788086531,1.0
K562,ZNF785,TF ChIP-seq,neg,all,0,18,0.0,2,599,0.00333889816360601,0.0,2.691413442351799,1.0,1.0
K562,ZNF780A,TF ChIP-seq,neg,all,0,18,0.0,6,599,0.01001669449081803,0.0,1.3032111358718648,1.0,1.0
K562,ZNF695,TF ChIP-seq,neg,all,0,18,0.0,12,599,0.02003338898163606,0.0,0.3451354860486875,1.0,1.0
K562,ZNF77,TF ChIP-seq,neg,all,0,18,0.0,4,599,0.00667779632721202,0.0,1.8385793307928517,1.0,1.0
K562,ZNF76,TF ChIP-seq,neg,all,1,18,0.05555555555555555,28,599,0.04674457429048414,1.199579831932773,0.7813991578259263,0.5848143969982813,1.0
K562,ARID3B,TF ChIP-seq,neg,all,0,18,0.0,6,599,0.01001669449081803,0.0,1.3032111358718648,1.0,1.0
K562,ZNF717,TF ChIP-seq,neg,all,0,18,0.0,6,599,0.01001669449081803,0.0,1.3032111358718648,1.0,1.0
K562,ZNF707,TF ChIP-seq,neg,all,0,18,0.0,11,599,0.018363939899833055,0.0,0.46788328335248147,1.0,1.0
